trench_id,mean_rate_per_min,mean_rate_per_hr
222,0.02317272004025968,1.3903632024155808
223,0.020358918984607455,1.2215351390764473
224,0.0235050553736352,1.410303322418112
225,0.02172404683638615,1.303442810183169
226,0.025654732326584315,1.5392839395950588
227,0.022777601494911676,1.3666560896947004
228,0.022214935883604323,1.3328961530162593
229,0.024925606518125528,1.4955363910875317
232,0.02186689939233001,1.3120139635398007
233,0.0239159476152121,1.434956856912726
234,0.024874404878776957,1.4924642927266174
237,0.016947190656598533,1.016831439395912
240,0.026144705052477363,1.5686823031486419
